Location|Age|T_g|P|SiO2|TiO2|Al2O3|FeOT|MnO|MgO|CaO|Na2O|K2O
Aleutian|0|1363.09977465194|1.1691072338254|50.5|0.79|16.51|8.58|0.16|9.22|11.09|2.39|0.61
Andean|0|1329.51280486216|0.996980217874079|52.58|1.03|16.66|8.11|0.15|8.28|8.8|2.97|1.19
Bonin Islands |0|1301.88905263857|0.223407908843016|58.43|0.17|13.91|8.01|0.13|8.77|8.02|1.97|0.52
Bonin Islands |0|1306.97159892176|0.329454018416913|57.89|0.14|13.47|8.1|0.14|9.2|8.03|2.27|0.75
Bonin Islands |0|1311.98728961251|0.211621871431586|58.46|0.1|13.37|8.27||9.39|8.11|1.59|0.7
Bonin Islands |0|1290.07665733932|0.214018088466284|58|0.27|13.9|7.739|0.19|9.64|7.5|1.99|0.6
Bonin Islands |0|1303.2576492967|0.147282110176649|58.77|0.14|13.19|8.09|0.14|9.65|7.89|1.7|0.45
Bonin Islands |0|1331.73603400233|0.376705172239154|57.55|0.17|12.55|8.66|0.13|10.76|7.38|2.07|0.72
Bonin Islands |0|1318.19924511695|0.119086985564707|56.2|0.13|10.57|8.046|0.16|11.19|7.44|1.54|0.4
Bonin Islands |0|1326.41396166158|0.204269783895816|58.43|0.15|11.35|8.57|0.12|11.4|7.76|1.74|0.51
Bonin Islands |0|1326.41396166158|0.204269783895816|58.43|0.15|11.35|8.57|0.12|11.4|7.76|1.74|0.51
Bonin Islands |0|1319.73456140044|0.167059501139617|58.44|0.17|11.71|8.44|0.15|11.43|7.57|1.65|0.45
Bonin Islands |0|1339.79963004544|0.266508380938309|54.95|0.25|10.55|8.383|0.17|11.74|7.39|1.57|0.41
Bonin Islands |0|1333.20155417431|0.187179708667175|55.03|0.11|10.93|8.229|0.13|11.83|9.7|0.74|0.51
Bonin Islands |0|1325.92265445681|0.206981269609533|58|0.11|11.1|8.5|0.16|11.96|8.02|1.76|0.4
Bonin Islands |0|1330.82835801341|0.276287436080359|58.08|0.11|11.17|8.65|0.15|12.01|7.22|2.06|0.54
Bonin Islands |0|1331.72528689092|0.12480755856739|58.37|0.11|11|8.66|0.16|12.17|7.9|1.29|0.34
Bonin Islands |0|1346.08787387593|0.228912263675263|58.34|0.14|10.64|9|0.16|12.24|7.41|1.6|0.47
Bonin Islands |0|1345.01840726025|0.158089464430181|57.23|0.12|10.61|8.8||12.27|9.69|0.87|0.33
Bonin Islands |0|1345.01840726025|0.158089464430181|57.23|0.12|10.61|8.8||12.27|9.69|0.87|0.33
Bonin Islands |0|1343.99389184044|0.160679211222814|57.13|0.11|10.29|8.75|0.14|12.34|7.89|1.18|0.4
Bonin Islands |0|1343.9213349924|0.160521126261197|58.16|0.11|10.48|8.91|0.14|12.56|8.03|1.2|0.41
Bonin Islands |0|1281.51140484026|0.248134805264186|56.7|0.25|13.22|7.423|0.17|12.58|6.79|2|0.72
Bonin Islands |0|1343.08508828424|0.263589363151066|57.16|0.14|11.02|8.75|0.16|13.28|7.65|1.46|0.4
Bonin Islands |0|1364.10748021481|0.292834405130394|57.21|0.14|9.91|9.16|0.17|14.44|7.06|1.3|0.54
Bonin Islands |0|1381.12291274794|0.153585735820861|57.3|0.1|9.24|8.876|0.17|15.04|6.91|1.19|0.35
Bonin Islands |0|1381.04268061864|0.153001839336769|57.77|0.1|9.32|8.96|0.17|15.16|6.97|1.2|0.35
Bonin Islands |0|1392.42232648855|0.303677833197461|54.55|0.22|10.2|8.81|0.17|15.24|6.6|1.13|0.23
Bonin Islands |0|1392.74888534229|0.211881066025806|57.53|0.09|8.93|9.16|0.17|15.78|6.66|1.39|0.29
Cascades|0|1324.85292988601|0.964795702059986|51.62|0.87|16.83|7.89|0.15|9.12|9.86|2.93|0.54
Central America|0|1406.01266113645|1.41289322892636|50.27|1.02|14.6|9.5|0.17|10.63|10.49|2.31|0.77
Greater Antilles|0|1389.93168702809|1.39134642368579|50.23|1.04|15.54|9.2|0.2|10.57|9.57|2.5|0.91
Honshu|0|1366.85859416568|1.20435346773265|51.13|1.03|16.14|8.79|0.16|9.29|9.68|2.53|0.99
Kamchatka|0|1362.28242966561|1.0796799835755|52.22|0.92|14.76|8.78|0.17|9.39|9.96|2.73|0.87
Kermadec|0|1367.57092095935|1.08137748448498|51.33|0.81|15.65|8.76687668766877|0.16|9.07|11.5|2.27|0.53
Kermadec 2|0|1402.25789593913|1.27336646893025|48.39|0.52|17.34|9.06010801080108|0.18|8.01|14.15|1.23|0.16
Kermadec 2|0|1446.66082921756|1.63002127107559|48.36|0.52|17.37|10.0601080108011|0.17|8.06|14.19|1.25|0.16
Kermadec 2|0|1362.1756964816|0.9946795790898|46.64|0.43|16.97|7.90536453645365|0.19|8.14|13.54|1.15|0.04
Kermadec 2|0|1376.17435812628|1.08719462451046|49.04|0.55|17.41|8.60319531953195|0.17|8.31|13.77|1.32|0.14
Kermadec 2|0|1437.5549709992|1.23175926522824|50.78|0.77|14.01|10.2251215121512|0.25|11.98|9.64|1.32|0.17
Lesser Antilles |0|1412.2321167672|1.55258002017902|48.25|0.85|14.48|9.17|0.17|13.69|10.79|2.01|0.45
Luzon|0|1377.83666017238|1.20842563976507|50.85|0.78|14.2|8.92|0.18|10.86|10.75|2.24|0.99
Marianas|0|1336.72480244163|0.983516405835156|51.04|1.01|16.64|8.02|0.15|8.57|11.51|2.62|0.31
New Britain Arc|0|1342.39212497605|0.652901453195809|53.1|0.33|15.7|8.35517551755175|0.17|8.35|10.7|1.79|0.2
New Britain Arc|0|1353.49870009271|0.659683248993794|53.1|0.3|14.7|8.61917191719172|0.16|9.2|10.9|1.58|0.28
New Britain Arc|0|1354.80695119155|0.728547009790977|53|0.29|14.83|8.66786678667867|0.15|9.75|11.51|1.74|0.22
New Britain Arc|0|1354.39787983314|0.807999597413346|51.2|0.48|15.7|8.45022502250225|0.17|9.95|11.2|1.53|0.21
New Britain Arc|0|1393.90559379329|1.16066781942421|49.2|0.52|15.3|8.9952295229523|0.18|10.1|13|1.51|0.19
New Britain Arc|0|1410.22933531132|1.37329599166677|49.2|1.15|14.4|9.36012601260126|0.18|10.8|11.4|2.15|0.19
New Georgia, Solomon Isl|0|1495.80952960533|1.94873010910624|49.46|0.6|11.35|11.1942097902098|0.23|13.14|9.87|1.02|1.79
New Georgia, Solomon Isl|0|1495.80952960533|1.94873010910624|49.46|0.6|11.35|11.1942097902098|0.23|13.14|9.87|1.02|1.79
New Georgia, Solomon Isl|0|1480.47191829419|1.77894656344176|49.46|0.6|11.35|10.7955524475525|0.23|13.14|9.87|1.79|0.87
New Georgia, Solomon Isl|0|1480.47191829419|1.77894656344176|49.46|0.6|11.35|10.7955524475525|0.23|13.14|9.87|1.79|0.87
New Georgia, Solomon Isl|0|1514.90680009597|2.17530497394876|48.17|0.58|10.87|11.229972027972|0.19|14.85|9.61|0.82|1.77
New Georgia, Solomon Isl|0|1514.90680009597|2.17530497394876|48.17|0.58|10.87|11.229972027972|0.19|14.85|9.61|0.82|1.77
New Georgia, Solomon Isl|0|1458.00722043703|1.42869668953034|49.91|0.58|11.31|9.67734265734266|0.18|15.34|9.9|0.91|1.76
New Georgia, Solomon Isl|0|1458.00722043703|1.42869668953034|49.91|0.58|11.31|9.67734265734266|0.18|15.34|9.9|0.91|1.76
New Georgia, Solomon Isl|0|1458.62294515714|1.43142925455184|49.81|0.55|10.63|9.5831048951049|0.19|16.47|10.03|0.87|1.76
New Georgia, Solomon Isl|0|1458.62294515714|1.43142925455184|49.81|0.55|10.63|9.5831048951049|0.19|16.47|10.03|0.87|1.76
New Georgia, Solomon Isl|0|1478.69217212294|1.61043586872744|49.02|0.5|10.09|9.75886713286713|0.19|17.42|9.58|0.97|1.67
New Georgia, Solomon Isl|0|1478.69217212294|1.61043586872744|49.02|0.5|10.09|9.75886713286713|0.19|17.42|9.58|0.97|1.67
New Georgia, Solomon Isl|0|1565.82936784183|2.34060420372208|47.48|0.44|8.92|10.9765034965035|0.19|18.62|9.29|0.95|1.33
New Georgia, Solomon Isl|0|1565.82936784183|2.34060420372208|47.48|0.44|8.92|10.9765034965035|0.19|18.62|9.29|0.95|1.33
New Georgia, Solomon Isl|0|1487.93482008506|1.67143038861611|48.23|0.43|9.39|9.59022377622378|0.17|20.17|8.97|0.84|1.45
New Georgia, Solomon Isl|0|1487.93482008506|1.67143038861611|48.23|0.43|9.39|9.59022377622378|0.17|20.17|8.97|0.84|1.45
New Georgia, Solomon Isl|0|1509.9264800233|1.88373893951481|47.84|0.41|8.84|9.80282517482518|0.18|21.26|8.96|0.86|1.4
New Georgia, Solomon Isl|0|1509.9264800233|1.88373893951481|47.84|0.41|8.84|9.80282517482518|0.18|21.26|8.96|0.86|1.4
New Georgia, Solomon Isl|0|1514.75913019907|1.88847855742635|46.94|0.4|8.25|9.54914685314685|0.17|22.73|8.43|0.72|1.26
New Georgia, Solomon Isl|0|1514.75913019907|1.88847855742635|46.94|0.4|8.25|9.54914685314685|0.17|22.73|8.43|0.72|1.26
New Georgia, Solomon Isl|0|1534.80904287943|2.08493521823636|46.78|0.37|7.87|9.72296503496504|0.19|24.13|8.03|0.72|1.2
New Georgia, Solomon Isl|0|1534.80904287943|2.08493521823636|46.78|0.37|7.87|9.72296503496504|0.19|24.13|8.03|0.72|1.2
New Georgia, Solomon Isl|0|1613.05188562613|2.22068505000731|45.03|0.3|6.1|9.38760839160839|0.2|27.11|7.02|0.69|0.64
New Georgia, Solomon Isl|0|1613.05188562613|2.22068505000731|45.03|0.3|6.1|9.38760839160839|0.2|27.11|7.02|0.69|0.64
New Hebrides|0|1375.39539052137|1.18432662063432|50.26|0.69|13.67|8.74|0.19|11.33|11.96|2.06|0.9
Tonga|0|1365.23264408648|1.08765189680034|50.57|0.94|15.59|8.6|0.17|9.39|11.99|2.16|0.43
Tonga|0|1401.58293967831|0.856373365445052|53.95|0.23|12.88|9.81|0.16|10.4|10.5|1.6|0.45
Tonga|0|1401.47654878827|0.813607067148582|54.35|0.23|12.88|9.88|0.16|10.59|9.87|1.56|0.44
Tonga|0|1335.07673196774|0.142966102017844|59.19|0.25|10.96|8.83|0.18|10.8|7.78|1.37|0.56
Tonga|0|1335.07673196774|0.142966102017844|59.19|0.25|10.96|8.83|0.18|10.8|7.78|1.37|0.56
Tonga|0|1395.52233847097|0.639377036714217|55.79|0.3|11.45|9.87|0.18|11.08|9.29|1.42|0.58
Tonga|0|1398.85842455321|0.655286890913321|55.39|0.29|10.85|9.87|0.18|12.05|9.36|1.48|0.48
Tonga|0|1405.49076373396|0.706500173948344|55.18|0.31|10.94|10|0.19|12.14|9.24|1.48|0.48
Tonga|0|1403.33332739601|0.556680321708196|55.58|0.24|10.58|9.96|0.19|12.54|9.48|1.03|0.36
Tonga|0|1343.917044058|0.43266200741907|55.01|0.42|10.95|8.51|0.16|12.94|9.7|1.43|0.6
Tonga|0|1352.24614754295|0.521005245733672|54.72|0.45|10.9|8.65|0.17|12.97|9.65|1.52|0.71
Tonga|0|1342.56511649319|0.437766480497183|54.96|0.44|10.89|8.47|0.15|13.08|9.64|1.49|0.6
Tonga|0|1353.36780543527|0.51455977456203|54.7|0.43|10.77|8.68|0.17|13.28|9.5|1.57|0.62
Tonga|0|1378.82130632947|0.535228927750543|54.53|0.22|11.43|9.3|0.18|13.34|9.53|1.09|0.34
Tonga|0|1337.53604580889|0.258605925554409|56.04|0.31|10.6|8.46|0.17|13.61|9.17|1.14|0.43
Tonga|0|1409.16312472674|0.868673793341577|52.41|0.21|11.12|9.54|0.18|14.87|9.99|1.41|0.2
Tonga|0|1418.77255604882|0.584903422422606|54.35|0.2|10.67|9.41|0.19|14.99|8.66|1.14|0.35
Tonga|0|1418.77255604882|0.584903422422606|54.35|0.2|10.67|9.41|0.19|14.99|8.66|1.14|0.35
Tonga|0|1364.11072941755|0.227961545978863|55.55|0.3|10.1|8.37|0.16|15.29|8.79|0.96|0.4
Tonga|0|1440.38854301132|0.681177509967083|53.83|0.36|9.63|9.71|0.19|16.3|8.5|1.27|0.16
Tonga|0|1449.03901122302|0.55347765751492|53.72|0.14|8.72|9.65|0.2|19.65|7.54|0.69|0.12
Tonga|0|1463.15443749033|0.667039524972531|52.95|0.15|7.92|9.7|0.21|20.89|7.18|0.85|0.14
Solomon Islands 2 |1|1467.24196746879|2.12988230098145|48.2|0.684|13.4|10.4274887488749|0.2|8.3|9.88|2.3|2.39
Solomon Islands 2 |1|1409.82958607634|1.42088315430406|50.1|0.806|14.1|9.53143114311431|0.18|10.6|9.84|2.23|1.06
South Sandwich Islands|1|1380.0481723138|1.16082710908488|48.66|0.46|18.58|8.7038703870387|0.18|8.24|12.89|1.3|0.1
South Sandwich Islands|1|1381.93226600538|1.06516954782879|48.96|0.43|15.6|8.72187218721872|0.16|10.83|13.24|1.3|0.09
Cascade Arc|10|1351.65238975027|1.20435969638816|51|1.18|16.9|8.39415384615385|0.15|8|9.08|3.12|1.006
Cascade Arc|10|1392.54598808147|1.56775927500825|49.5|1.34|16.7|9.09144055944056|0.15|8.19|9.79|3.25|0.83
Cascade Arc|10|1307.92839897227|1.07306631264188|51.38|1.42|16.79|7.45|0.13|8.19|9.51|3.57|1.13
Cascade Arc|10|1300.16301444606|0.966221608636282|52.2|1.14|16|7.34876923076923|0.12|8.23|8.94|3.79|1.122
Cascade Arc|10|1293.68191185055|0.780410386738133|53.8|0.96|16.3|7.40846153846154|0.12|8.27|8.37|3.55|0.882
Cascade Arc|10|1354.95089960226|1.27940781088214|49.7|0.98|17.5|8.31537062937063|0.16|8.32|9.66|3.1|0.659
Cascade Arc|10|1368.72912935846|1.38341994573936|49.9|1.18|17.2|8.63881118881119|0.15|8.43|10|3.32|0.522
Cascade Arc|10|1359.81672097227|1.59307222638922|49.79|1.37|15.32|8.33|0.13|8.47|10.21|3.9|1.76
Cascade Arc|10|1355.54921996462|1.36943359984378|50.4|1.3|16.49|8.4|0.14|8.52|9.74|3.31|1.26
Cascade Arc|10|1368.51125280942|1.208259752065|50.04|0.87|17.84|8.67|0.17|8.53|11.15|2.39|0.24
Cascade Arc|10|1359.58608607729|1.29864249816026|50.75|1.57|16.54|8.56|0.15|8.56|9.47|3.39|0.71
Cascade Arc|10|1387.10173826657|1.48456956055805|49|0.9|17.7|8.91218181818182|0.16|8.63|11.4|2.78|0.333
Cascade Arc|10|1388.30077751081|1.56410857855282|50.49|1.46|15.21|9.13|0.15|8.68|9.63|3.21|1.6
Cascade Arc|10|1470.43696524437|2.17740652454896|47.9|1.42|16.7|10.6189510489511|0.18|8.78|10.25|3.02|0.311
Cascade Arc|10|1368.13297408956|1.41579436588646|50.22|1.63|16.54|8.7|0.15|8.82|9.36|3.48|0.77
Cascade Arc|10|1310.0494136337|0.964259120574076|52.3|1.16|16.48|7.63|0.14|8.84|8.8|3.52|0.86
Cascade Arc|10|1493.8422176648|2.37559277804025|47.5|1.39|16.9|11.0726293706294|0.18|8.85|10.5|2.85|0.16
Cascade Arc|10|1377.67426587092|1.56735989010891|49|1.5|15.9|8.68085314685315|0.14|8.87|9.4|3.5|1.074
Cascade Arc|10|1285.75208278758|0.70150858906396|52.9|0.56|16.8|7.1334965034965|0.13|8.94|9.62|3.06|0.468
Cascade Arc|10|1394.58542708603|1.56537707716072|48.9|1.16|17.2|9.08565034965035|0.16|9.05|10.9|2.97|0.333
Cascade Arc|10|1304.13005172012|0.806611455017376|51.46|0.6|16.82|7.38|0.16|9.09|11.25|2.59|0.41
Cascade Arc|10|1345.50198248774|1.12878102792763|50.98|0.85|16.36|8.26|0.14|9.11|10.14|2.92|0.76
Cascade Arc|10|1400.57465105259|1.59386502558847|48.7|1.17|17|9.17579020979021|0.17|9.18|11.1|2.91|0.255
Cascade Arc|10|1300.77452159884|0.825422238775456|51.5|0.71|17.24|7.33|0.13|9.2|10.42|2.57|0.61
Cascade Arc|10|1390.8052441598|1.45760563307777|49.4|1.01|17.4|9.08815384615385|0.17|9.3|10.9|2.68|0.284
Cascade Arc|10|1384.39601740194|1.46416491267806|48|0.81|18|8.74335664335664|0.16|9.34|11.2|2.52|0.157
Cascade Arc|10|1393.34061804377|1.52826472675919|47.9|0.8|18.2|8.93572027972028|0.16|9.4|11.3|2.46|0.114
Cascade Arc|10|1342.26597047956|1.31191234580054|50.25|1.15|16.28|8.11|0.14|9.41|9.72|3.13|1.43
Cascade Arc|10|1393.35740585736|1.41900237886745|48.69|0.85|17.33|9.01|0.18|9.43|12.08|2.24|0.11
Cascade Arc|10|1406.01398658056|1.68661455274026|47.4|1.04|17.3|9.08593006993007|0.16|9.51|11.3|2.83|0.083
Cascade Arc|10|1392.35327444588|1.5043648032214|48.49|1.05|17.59|8.98|0.16|9.57|11.35|2.57|0.14
Cascade Arc|10|1481.39159373345|2.18991631643237|48.1|1.22|16.3|10.8917622377622|0.17|9.62|10.1|2.85|0.173
Cascade Arc|10|1368.5822498614|1.52019362737699|49.5|1.36|15.6|8.56731468531469|0.14|9.62|9.81|3.17|1.48
Cascade Arc|10|1401.68102560743|1.59470305300117|47.88|0.94|18.25|9.12|0.16|9.63|11.43|2.39|0.09
Cascade Arc|10|1440.32677946297|1.77214148986593|49.62|1.59|15.6|10.24|0.18|9.64|9.31|2.95|0.47
Cascade Arc|10|1510.19996041432|2.40035981372329|48.25|1.16|16.65|11.63|0.18|9.7|9.49|2.75|0.09
Cascade Arc|10|1433.31139413385|1.8808149589047|47.5|1.08|17.4|9.7198041958042|0.19|9.74|11.1|2.69|0.107
Cascade Arc|10|1289.03742579484|1.19696608429075|50.18|1.55|14.17|6.79|0.11|9.77|10.32|2.83|3.1
Cascade Arc|10|1283.51299766982|0.661827312718768|53.1|0.7|15.1|7.03675524475525|0.13|9.78|9.73|2.99|0.698
Cascade Arc|10|1405.7739061907|1.62597837893751|48.4|0.96|17.4|9.27082517482518|0.17|9.79|11.2|2.68|0.172
Cascade Arc|10|1383.46424950431|1.52057988502345|47.6|0.77|18.4|8.67377622377622|0.16|9.91|11.7|2.47|0.094
Cascade Arc|10|1436.59340241569|1.96781620475806|48.8|1.71|15.89|10.05|0.16|9.94|8.9|3.35|0.82
Cascade Arc|10|1315.20338405018|0.867048818892972|50.8|0.73|16.6|7.57714685314685|0.15|9.97|11|2.48|0.299
Cascade Arc|10|1399.11797605502|1.56566922782847|48.2|0.8|17.4|9.08773426573427|0.17|10.1|11.4|2.55|0.138
Cascade Arc|10|1253.24030312124|0.319742054076255|56.14|0.49|14.14|6.67|0.12|10.2|8.52|2.57|0.87
Cascade Arc|10|1386.14609594207|1.3476768999243|49.5|0.85|16.4|9.00075524475525|0.17|10.3|10.5|2.41|0.403
Cascade Arc|10|1370.39866554048|1.395299356534|47.9|0.63|18.3|8.42513286713287|0.15|10.3|12.1|2.33|0.073
Cascade Arc|10|1391.51958973816|1.53153682021044|48|0.74|17.8|8.89464335664336|0.16|10.3|11.9|2.43|0.085
Cascade Arc|10|1380.83144953884|1.48847090590544|47.3|0.71|18|8.54895104895105|0.15|10.4|11.8|2.38|0.062
Cascade Arc|10|1343.67147122254|0.897367793043896|51.51|0.81|15.26|8.28|0.15|10.42|10.87|2.2|0.39
Cascade Arc|10|1377.92436354445|1.38529689349539|49.37|0.92|16.59|8.81|0.16|10.46|10.06|2.68|0.53
Cascade Arc|10|1361.37566733836|1.35090957372608|47.6|0.59|18.5|8.18255944055944|0.15|10.5|12|2.26|0.074
Cascade Arc|10|1333.06473142916|0.849820598287188|50.53|0.64|16.78|7.99|0.15|10.52|9.89|1.67|0.51
Cascade Arc|10|1351.6703826775|1.31057683226758|49.64|1.32|15.56|8.23|0.15|10.67|9.78|3.03|0.92
Cascade Arc|10|1353.69122071853|1.32634868981428|49.8|1.32|15.6|8.30373426573427|0.15|10.7|9.81|3.06|0.924
Cascade Arc|10|1313.52919555652|0.853099986913209|51.09|0.57|16.36|7.54|0.14|11.06|10.07|2.56|0.31
Cascade Arc|10|1328.02639647922|0.882503234883081|51.3|0.52|15.7|7.88881118881119|0.14|11.1|10.7|2.45|0.317
Cascade Arc|10|1584.89284689587|4.02473204382413|43.71|3.59|11.34|11.71|0.18|11.44|13.07|3.04|0.69
Cascade Arc|10|1297.04356962749|0.512024507444582|53.5|0.59|13.1|7.4|0.14|14.52|7.95|2.27|0.42
Cascade Arc|10|1297.04356962749|0.512024507444582|53.5|0.59|13.1|7.4|0.14|14.52|7.95|2.27|0.42
Cascade Arc|10|1297.04356962749|0.512024507444582|53.5|0.59|13.1|7.4|0.14|14.52|7.95|2.27|0.42
Hokkaido, Japan|10|1359.642239933|0.96271535113077|50.44|0.79|16.34|8.43|0.15|7.92|10.5|1.87|0.56
Hokkaido, Japan|10|1376.59352542717|1.36699673595961|47.58|1.09|17.44|8.47|0.14|8.17|9.78|2.73|0.24
Hokkaido, Japan|10|1354.82145835008|0.921786208176142|50.87|0.81|16.5|8.4|0.12|8.27|10.6|1.83|0.5
Hokkaido, Japan|10|1322.6989888756|0.999819882322847|50.1|0.78|17.91|7.65|0.15|8.52|10.97|2.35|0.67
Hokkaido, Japan|10|1322.64305638633|1.02788164232698|49.32|0.78|17.72|7.55|0.16|8.76|10.77|2.41|0.61
Hokkaido, Japan|10|1317.57848621501|1.01241664033253|50.08|0.79|18.07|7.55|0.15|8.82|10.88|2.52|0.62
Hokkaido, Japan|10|1323.60362056542|1.05349074509913|49.79|0.79|17.91|7.65|0.15|8.94|10.95|2.57|0.55
Hokkaido, Japan|10|1382.40138712092|1.42220285939567|47.82|1.07|17.18|8.66|0.16|9.31|9.5|2.75|0.25
Hokkaido, Japan|10|1382.40138712092|1.42220285939567|47.82|1.07|17.18|8.66|0.16|9.31|9.5|2.75|0.25
Hokkaido, Japan|10|1382.40138712092|1.42220285939567|47.82|1.07|17.18|8.66|0.16|9.31|9.5|2.75|0.25
Izu-Bonin-Mariana arc|15|1465.15482652901|1.95578690892432|47.21|1.03|19.67|10.5|0.23|8.36|11.52|1.31|0.16
Neuquen basalts, S-Cent Andes|18|1467.69266996576|2.34280623780359|47.375937|1.5870184|16.9506|10.48572|0.1742|9.121396|11.0954|2.5910766|1.0622752
South Tibet|40|1338.01692181366|0.560280144236305|50.8|0.74|16.55|7.9767972027972|0.13|8.19|13.02|0.48|0.13
South Tibet|40|1196.7848741193|0.61822667408701|51.58|0.96|16.19|4.87420979020979|0.1|8.86|10.78|2.33|2.73
South Tibet|40|1399.82428334845|0.907850553387428|49.57|0.79|16.01|9.20883916083916|0.16|9.11|12.31|0.31|0.09
South Tibet|40|1275.31918993544|0.893525671589521|51.5|1.03|15.5|6.75374825174825|0.1|9.12|8.59|2.42|2.72
South Tibet|40|1412.69347507901|1.15059881605224|49.55|0.84|16.37|9.55057342657343|0.19|9.18|10.52|1.15|0.11
South Tibet|40|1269.51623805241|0.904061065070802|49.95|0.95|16.74|6.42100699300699|0.12|9.24|10.36|1.66|2.64
South Tibet|40|1389.5967196328|0.620950769948846|52.59|0.82|15.17|9.3886993006993|0.16|9.41|9.61|0.33|0.12
South Tibet|40|1259.91587787815|1.04637713036782|50.77|0.93|16.7|6.34906293706294|0.1|9.46|7.46|2.56|3.67
South Tibet|40|1381.53641251787|0.902102455403593|51.41|0.8|16.11|9.13689510489511|0.15|9.47|8.79|1.59|0.19
South Tibet|40|1370.6765292843|0.616915203505345|51.67|0.82|15.22|8.84012587412587|0.15|9.55|10.9|0.46|0.11
South Tibet|40|1436.28523716812|1.03273341339432|52.59|0.85|15.62|10.5847692307692|0.19|9.79|6.02|1.65|0.11
South Tibet|40|1407.96992703661|1.01342842325743|49.7|0.88|16.17|9.47862937062937|0.16|9.8|10.69|0.63|0.1
South Tibet|40|1252.75397051534|0.954461798475682|50.23|0.9|15.92|6.07927272727273|0.08|9.96|9.34|1.96|3.47
South Tibet|40|1415.53969826047|1.37208816285478|47.79|0.79|17.08|9.3886993006993|0.17|10.08|10.96|1.28|0.1
South Tibet|40|1403.00877449853|1.14659906916208|49.69|0.86|16.24|9.3886993006993|0.16|10.16|9.47|1.58|0.07
South Tibet|40|1313.80749083387|1.61142019191539|47.56|1.04|18.41|7.23937062937063|0.11|10.34|8.24|1.38|4.65
South Tibet|40|1320.83669447849|0.944604928707354|49.26|1|15.17|7.41023776223776|0.12|10.43|11.2|2.13|0.82
South Tibet|40|1456.5284948127|1.66899739508487|51.02|0.72|17.99|11.0703916083916|0.14|10.65|5.89|2.33|0.71
South Tibet|40|1290.7438999419|0.706999467971065|51.72|0.84|14.54|7.0685034965035|0.14|11.05|8.99|3.05|0.41
South Tibet|40|1265.42162476444|0.888162937143874|51.29|0.95|15.71|6.58288111888112|0.1|11.28|6.42|2.72|2.59
South Tibet|40|1338.34148610701|0.760731707525747|49.47|0.82|14.52|7.78794405594406|0.15|11.51|11.66|1.16|0.45
South Tibet|40|1252.02941245812|1.22841590483408|48.56|0.94|16.81|5.95337062937063|0.08|11.73|7.56|1.63|4.7
South Tibet|40|1468.03469693054|2.94326197625073|44.41|1.1|17.54|10.0901538461539|0.08|11.98|5.57|2.85|3.23
South Tibet|40|1343.38795954306|1.71039532318047|46.56|0.97|18.8|7.81492307692308|0.11|12.04|5.84|2.01|3.31
South Tibet|40|1288.3999182745|1.51882744057672|47.53|0.99|17.76|6.6818041958042|0.1|12.13|6.98|1.8|4.52
South Tibet|40|1445.62591679527|2.35179017398661|44.16|0.86|17.41|9.35272727272727|0.31|12.48|9.4|2.9|0.18
South Tibet|40|1416.33077381302|1.89109491582884|45.68|0.75|15.88|8.84911888111888|0.16|14.35|9.37|2.68|0.09
Western Anatolia, Turkey|45|1257.94087499875|0.614998115691342|54.4|0.73|15.6|6.62466246624663|0.12|9.06|8.25|2.78|1.89
Western Anatolia, Turkey|45|1311.87312869179|1.05202254861112|50.35|0.93|15.37|7.44374437443744|0.14|9.81|9.55|2.22|2.18
Ikaria ophiolite, Greece|85|1374.00459216514|1.26715532871556|49.66|1.29|15.57|8.60486048604861|0.17|7.91|10.39|3.3|0.16
Ikaria ophiolite, Greece|85|1399.52368002832|1.45423609589131|49.97|1.38|15.33|9.20792079207921|0.18|7.99|10.43|3.44|0.2
Ikaria ophiolite, Greece|85|1376.44956455526|1.32280519428133|49.79|1.53|15.84|8.73087308730873|0.17|8.31|9.82|3.45|0.14
Ikaria ophiolite, Greece|85|1384.88507823322|1.39414787717771|48.91|1.69|15.49|8.76687668766877|0.19|8.43|10.22|3.27|0.13
Ikaria ophiolite, Greece|85|1335.91945827904|1.33046940791318|49.75|1.26|17.13|7.84878487848785|0.17|8.72|9.81|4.34|0.19
Ikaria ophiolite, Greece|85|1344.01209251|1.22237798179661|48.86|1.22|16.11|7.85778577857786|0.15|8.73|10.86|3.38|0.22
Troodos, Cyprus|91|1314.11948116956|0.42936256120619|52.04|0.48|13.29|7.545|0.14|9.78|10.13|1.62|0.29
Troodos, Cyprus|91|1329.74111707127|0.385251268048527|53.46|0.32|14.29|8.12|0.16|10.15|12.42|0.69|0.24
Troodos, Cyprus|91|1340.37230349855|0.444134138848505|50.85|0.27|13.22|7.968|0.15|10.27|11.69|0.62|0.35
Troodos, Cyprus|91|1345.90406766939|0.46995810943733|52.72|0.22|13.96|8.381|0.16|10.41|10.75|0.94|0.17
Troodos, Cyprus|91|1286.98396476532|0.0799839501373197|54|0.21|12.31|7.104|0.22|10.7|9.94|0.68|0.5
Troodos, Cyprus|91|1324.8701994775|0.295631937948198|54.08|0.31|13.45|8.06|0.15|10.81|12.11|0.63|0.26
Troodos, Cyprus|91|1328.49476097423|0.349425260791192|54.02|0.29|13.08|8.13|0.16|11.2|11.92|0.94|0.22
Troodos, Cyprus|91|1340.60478483712|0.587052888835627|53.53|0.49|13.27|8.35|0.16|12.15|9.98|1.59|0.41
